Sno,Entity,Code,Year,Fertilizer Usage (kg/ha),Irrigated Land (%),Total Crop Yield (tons),Greenhouse Area (ha)
2421,Kenya,KEN,2009,13.39,29.62,108659,1.75
2422,Turkey,TUR,1983,2.58,14.89,13870,0.03
2423,Canada,CAN,2019,16.05,2.77,97177,1.67
2424,Oman,OMN,1995,10.34,0.13,50094,0.34
2425,Mexico,MEX,2010,22.15,5.06,31462,2.16
2426,Spain,ESP,2004,15.06,39.61,55879,1.27
2427,Oman,OMN,1991,4.64,48.07,13738,0.41
2428,France,FRA,2005,15.48,21.35,77187,1.3
2429,Spain,ESP,2016,14.69,25.63,153712,1.04
2430,Oman,OMN,2012,5.62,7.34,58424,2.98
2431,United Kingdom,UK,2007,26.83,27.55,83963,0.4
2432,United Kingdom,UK,1988,1.72,7.23,14528,0.7
2433,Kenya,KEN,1991,1.82,30.56,16310,0.62
2434,Canada,CAN,1984,3.56,46.66,12175,0.26
2435,Peru,PER,2007,10.03,9.78,35548,1.01
2436,United Kingdom,UK,2014,23.3,38.23,113880,3.3
2437,Egypt,EGY,1984,1.58,1.18,4501,0.14
2438,Egypt,EGY,2013,14.93,18.77,47086,2.08
2439,United States,USA,2013,11.08,5.54,105599,3.28
2440,Spain,ESP,1992,4.9,17.62,40387,1.07
2441,Kenya,KEN,2018,17.85,8.68,42406,2.21
2442,Egypt,EGY,1993,9.73,18.67,42815,1.29
2443,Denmark,DNK,1990,5.6,20.88,43540,0.73
2444,France,FRA,2017,35.12,15.03,143902,1.06
2445,Denmark,DNK,1983,0.41,32.83,4574,0.14
2446,Germany,GER,2012,17.69,45.94,107836,1.28
2447,Germany,GER,1986,3.75,20.03,22134,0.25
2448,Turkey,TUR,2020,37.13,9.62,45956,3.14
2449,Canada,CAN,1987,1.01,13.54,30949,0.44
2450,Argentina,ARG,2016,22.18,42.7,166502,0.48
2451,Denmark,DNK,1989,7.81,28.58,39616,0.8
2452,France,FRA,1994,4.45,22.75,60179,0.51
2453,Japan,JPN,2017,32.88,7.48,147254,3.69
2454,Peru,PER,1994,1.64,22.49,49472,1.34
2455,Nigeria,NGR,1984,3.04,13.92,14858,0.38
2456,United States,USA,2008,26.31,47.16,118316,2.32
2457,Denmark,DNK,1998,12.45,44.2,65699,0.54
2458,Nigeria,NGR,1989,4.46,4.2,20798,0.52
2459,Kenya,KEN,1991,1.54,25.83,27542,0.33
2460,Germany,GER,1983,2.78,11.25,13764,0.1
2461,Canada,CAN,2010,15.7,20.54,32054,1.95
2462,Peru,PER,1997,2.14,43.84,64519,0.23
2463,Kenya,KEN,1995,10.81,26.38,72286,1.46
2464,Russia,RUS,2019,20.81,16.71,149171,3.61
2465,Russia,RUS,2015,7.42,10.39,174147,1.55
2466,Kenya,KEN,2004,7.03,40.02,90004,1.35
2467,Oman,OMN,2002,3.48,31.23,25023,1.14
2468,France,FRA,1991,6.79,23.4,47388,0.98
2469,Nigeria,NGR,2013,21.77,10.87,70571,2.38
2470,Japan,JPN,2015,19.43,16.71,97448,1.23
2471,Oman,OMN,2016,30.07,47.99,80941,1.81
2472,Denmark,DNK,1982,1.75,26.0,4148,0.1
2473,Mexico,MEX,1988,5.23,20.03,21804,0.77
2474,United States,USA,1997,1.9,26.07,42755,0.44
2475,Turkey,TUR,2014,24.67,38.95,120134,0.61
2476,Mexico,MEX,2013,15.71,17.01,140335,2.95
2477,Denmark,DNK,2020,24.36,8.94,87534,3.63
2478,Turkey,TUR,1993,8.89,29.25,24113,1.15
2479,Argentina,ARG,1983,1.25,33.26,11002,0.17
2480,Germany,GER,2008,25.91,35.64,103075,1.94
2481,France,FRA,2020,8.82,44.1,184180,2.43
2482,Qatar,QAT,1994,9.86,18.56,14892,0.23
2483,Turkey,TUR,2007,2.81,3.77,119128,1.72
2484,Mexico,MEX,1995,13.98,47.92,46260,0.17
2485,United States,USA,1991,2.21,21.75,38337,0.43
2486,Qatar,QAT,1984,0.74,31.16,5461,0.38
2487,Russia,RUS,2013,13.19,33.32,90105,1.23
2488,Germany,GER,1980,0.0,27.33,0,0.0
2489,Kenya,KEN,2018,11.13,10.26,76642,1.24
2490,Nigeria,NGR,2011,19.42,37.76,93507,1.19
2491,Peru,PER,2005,12.47,40.19,106245,1.66
2492,Egypt,EGY,1996,2.09,27.65,63601,1.26
2493,Turkey,TUR,2006,10.08,24.43,87463,1.43
2494,Egypt,EGY,2003,19.08,5.7,72626,2.06
2495,Canada,CAN,2014,24.5,4.2,92113,0.46
2496,Egypt,EGY,2018,28.59,16.98,185851,3.53
2497,Spain,ESP,2005,18.21,15.54,81019,0.69
2498,United Kingdom,UK,2017,14.06,47.68,74587,3.31
2499,United Kingdom,UK,2002,4.17,39.18,42247,1.01
2500,Nigeria,NGR,2001,7.25,33.0,72353,1.78
2501,Japan,JPN,1983,2.55,25.88,9273,0.21
2502,Argentina,ARG,1988,7.86,8.37,8246,0.21
2503,Turkey,TUR,1983,1.63,48.92,12960,0.28
2504,Denmark,DNK,1986,0.65,18.75,22898,0.19
2505,Kenya,KEN,2002,4.97,5.35,80240,0.7
2506,Germany,GER,1981,0.39,24.69,1275,0.08
2507,Argentina,ARG,2003,14.28,43.7,56309,0.45
2508,Spain,ESP,2019,6.54,44.36,184919,1.17
2509,Brazil,BRA,2010,28.47,0.55,133510,1.66
2510,Mexico,MEX,2010,12.86,44.31,64265,2.54
2511,Japan,JPN,2019,35.93,13.57,63501,0.91
2512,Germany,GER,2013,26.48,1.95,92279,1.96
2513,Spain,ESP,2003,17.94,42.39,55736,1.7
2514,Spain,ESP,2005,16.15,43.19,93222,2.19
2515,Brazil,BRA,1995,9.96,29.81,72986,1.41
2516,France,FRA,1992,8.09,28.72,29424,0.97
2517,Peru,PER,1994,9.32,40.66,17484,0.96
2518,France,FRA,2006,15.56,39.32,119351,1.27
2519,Brazil,BRA,1983,2.96,44.51,3455,0.06
2520,Argentina,ARG,1995,11.39,27.64,72165,1.11
2521,Kenya,KEN,2009,23.18,48.38,106091,2.88
2522,Egypt,EGY,2009,25.67,49.81,138235,2.21
2523,Brazil,BRA,2015,10.29,5.83,62952,0.4
2524,Russia,RUS,1982,0.35,42.48,2325,0.11
2525,Brazil,BRA,2001,11.23,24.99,62009,1.37
2526,Kenya,KEN,2001,11.82,19.38,58852,1.51
2527,Brazil,BRA,1991,9.31,30.65,25585,0.82
2528,Russia,RUS,2000,9.99,2.8,96612,1.2
2529,Russia,RUS,1983,1.84,25.32,12871,0.09
2530,United Kingdom,UK,2010,17.23,43.54,109389,2.84
2531,Germany,GER,2010,4.03,10.67,49542,2.18
2532,Nigeria,NGR,2002,14.38,21.32,86620,0.69
2533,Qatar,QAT,1999,16.06,46.97,74252,0.74
2534,India,IND,1994,3.38,21.43,37803,1.3
2535,France,FRA,2002,13.97,17.92,103381,1.98
2536,Kenya,KEN,2007,17.12,22.03,45033,1.25
2537,Canada,CAN,1995,3.72,25.97,31040,0.2
2538,United Kingdom,UK,2016,7.6,31.6,45104,0.52
2539,Spain,ESP,2000,19.64,40.03,83636,0.71
2540,Germany,GER,1994,6.36,22.61,48818,0.93
2541,United States,USA,1996,4.87,40.87,36156,1.0
2542,Denmark,DNK,2016,9.15,26.69,59589,2.41
2543,Peru,PER,1992,8.41,16.92,13927,0.89
2544,United States,USA,1998,11.67,32.9,30005,0.21
2545,Qatar,QAT,2009,19.7,35.89,81581,0.56
2546,India,IND,1997,3.05,27.9,33808,0.72
2547,Qatar,QAT,1993,11.75,2.83,26467,0.31
2548,United States,USA,2015,15.76,8.49,157580,0.59
2549,Peru,PER,2015,13.37,14.26,107119,2.37
2550,Japan,JPN,1999,9.81,14.13,74423,1.58
2551,India,IND,1998,8.12,33.67,20571,1.4
2552,Spain,ESP,1986,5.26,0.92,14763,0.5
2553,Brazil,BRA,1983,2.81,37.78,8750,0.21
2554,Canada,CAN,2013,12.31,13.27,57607,2.51
2555,India,IND,1981,0.88,15.5,1480,0.03
2556,Nigeria,NGR,1984,3.21,26.4,17924,0.4
2557,Argentina,ARG,1989,8.44,10.8,42819,0.24
2558,Kenya,KEN,2011,9.96,44.22,40772,0.91
2559,United States,USA,2020,24.77,4.27,95842,1.44
2560,Canada,CAN,1992,4.17,22.22,57997,1.17
2561,France,FRA,2018,31.98,42.47,50640,3.76
2562,Germany,GER,1984,0.42,30.79,14298,0.33
2563,United States,USA,1989,5.48,14.62,43999,0.6
2564,Turkey,TUR,1989,3.65,21.04,44216,0.51
2565,Mexico,MEX,2017,14.45,35.33,106741,3.6
2566,United Kingdom,UK,2006,17.69,48.66,42925,1.89
2567,Egypt,EGY,2000,17.33,44.66,36166,1.9
2568,United Kingdom,UK,1987,4.54,17.12,31908,0.27
2569,Mexico,MEX,1980,0.0,49.91,0,0.0
2570,Nigeria,NGR,2007,9.13,0.18,92651,2.35
2571,Kenya,KEN,2018,21.57,1.38,154458,0.89
2572,India,IND,1993,6.57,41.19,51476,1.24
2573,Japan,JPN,2000,2.21,9.97,72945,1.11
2574,Denmark,DNK,2009,17.43,3.04,124964,2.71
2575,Egypt,EGY,2000,13.91,11.86,74832,0.81
2576,India,IND,1988,5.06,21.31,25088,0.6
2577,Japan,JPN,1996,12.2,36.53,31165,0.86
2578,Qatar,QAT,1984,2.46,31.22,15902,0.27
2579,Qatar,QAT,2010,4.8,11.88,86812,1.66
2580,Russia,RUS,2019,7.99,25.16,84987,3.78
2581,Peru,PER,2017,23.56,46.31,155688,2.67
2582,India,IND,1998,6.25,40.75,68163,0.59
2583,Turkey,TUR,2015,6.01,16.16,166227,3.22
2584,Kenya,KEN,2012,15.57,49.11,53176,1.17
2585,United States,USA,1992,7.19,35.43,43161,0.52
2586,France,FRA,1993,5.15,3.12,25700,0.25
2587,Nigeria,NGR,2012,23.95,1.76,147658,2.91
2588,Brazil,BRA,2008,19.02,8.42,39143,1.0
2589,Germany,GER,2015,13.98,36.39,126862,1.17
2590,Russia,RUS,1989,7.01,9.19,37479,0.84
2591,Canada,CAN,2010,20.51,25.57,72590,2.47
2592,Oman,OMN,1985,3.37,4.66,24082,0.11
2593,Canada,CAN,1980,0.0,46.04,0,0.0
2594,Turkey,TUR,1986,0.66,17.2,13070,0.55
2595,Mexico,MEX,2006,18.9,45.41,26784,0.44
2596,India,IND,2000,8.77,47.24,43732,1.69
2597,France,FRA,2007,25.61,0.31,57381,1.6
2598,Argentina,ARG,1995,12.54,23.21,68397,1.05
2599,Argentina,ARG,2002,13.84,1.23,107106,1.2
2600,India,IND,1999,6.21,45.43,24353,1.38
2601,Egypt,EGY,2017,10.48,25.92,106751,0.48
2602,Russia,RUS,2004,9.75,3.75,76639,1.89
2603,Mexico,MEX,2007,14.28,5.51,37034,0.35
2604,Egypt,EGY,1984,1.47,19.18,10039,0.2
2605,Denmark,DNK,2000,11.27,47.01,45366,0.47
2606,France,FRA,1997,4.23,34.65,53451,1.43
2607,Peru,PER,1985,4.9,43.38,18223,0.19
2608,United Kingdom,UK,2008,5.52,18.32,106790,1.42
2609,Japan,JPN,1998,16.9,2.16,27846,0.87
2610,Nigeria,NGR,2012,29.51,48.72,136057,2.54
2611,Mexico,MEX,1980,0.0,0.86,0,0.0
2612,Peru,PER,1982,1.5,47.38,9112,0.16
2613,Russia,RUS,2000,9.85,18.43,55946,0.33
2614,Argentina,ARG,2014,22.68,0.5,155569,0.93
2615,Oman,OMN,2020,16.26,34.46,178523,2.39
2616,Oman,OMN,2019,14.47,49.03,107391,3.71
2617,Brazil,BRA,1982,1.24,48.28,5049,0.03
2618,Denmark,DNK,2004,13.16,8.05,113549,0.33
2619,France,FRA,2017,23.0,9.06,142844,0.89
2620,Egypt,EGY,1999,6.8,28.28,89546,1.29
2621,Canada,CAN,2013,14.2,31.87,138200,1.52
2622,Argentina,ARG,2000,3.51,36.97,68743,1.69
2623,Denmark,DNK,2002,3.24,9.05,32195,0.36
2624,United States,USA,1985,1.64,47.95,10829,0.14
2625,Brazil,BRA,1992,2.0,31.94,58504,0.44
2626,Egypt,EGY,2002,4.25,42.35,50109,1.46
2627,Canada,CAN,1988,6.65,27.0,10984,0.57
2628,Japan,JPN,1996,2.16,20.71,61283,0.34
2629,United States,USA,1981,0.69,48.86,3936,0.09
2630,France,FRA,1998,6.22,29.11,38552,0.73
2631,Turkey,TUR,1998,15.92,43.34,39432,1.34
2632,France,FRA,1986,3.22,47.66,17253,0.34
2633,United Kingdom,UK,1999,7.13,33.77,20655,0.57
2634,Nigeria,NGR,1988,4.53,27.45,33258,0.69
2635,Mexico,MEX,1996,7.1,0.18,36293,1.34
2636,Brazil,BRA,2006,15.8,2.0,114791,1.19
2637,Qatar,QAT,1981,0.2,10.04,4210,0.06
2638,Nigeria,NGR,2015,34.91,9.3,127596,1.16
2639,Nigeria,NGR,1998,8.69,12.74,41390,1.3
2640,Japan,JPN,1996,6.61,15.25,49044,0.6
2641,Brazil,BRA,1984,2.96,18.0,11117,0.34
2642,Canada,CAN,2018,16.25,21.03,89510,1.12
2643,Nigeria,NGR,1997,14.45,4.94,74673,0.19
2644,Russia,RUS,1986,3.05,2.12,17604,0.2
2645,Argentina,ARG,1996,11.96,33.7,69294,0.44
2646,Canada,CAN,2018,7.47,26.87,53993,2.12
2647,United States,USA,2015,30.15,22.21,54743,0.99
2648,Brazil,BRA,2019,29.72,31.72,191461,3.07
2649,Japan,JPN,1983,0.87,41.38,10053,0.1
2650,United Kingdom,UK,2017,8.54,21.38,112445,2.72
2651,Qatar,QAT,2004,9.23,32.06,74222,1.49
2652,Turkey,TUR,1984,3.91,47.68,7444,0.4
2653,Mexico,MEX,2009,9.6,41.98,112369,2.9
2654,Russia,RUS,1991,5.62,21.3,14730,0.97
2655,Spain,ESP,1983,0.38,32.24,9879,0.24
2656,Egypt,EGY,2003,10.52,8.85,75510,1.03
2657,Nigeria,NGR,2008,17.2,28.03,130389,2.18
2658,Mexico,MEX,1988,7.66,49.07,24837,0.77
2659,Qatar,QAT,1983,1.7,25.92,4644,0.04
2660,Canada,CAN,2003,19.26,46.38,75693,1.34
2661,Argentina,ARG,1993,7.7,20.37,17749,0.39
2662,United States,USA,1984,0.55,49.94,7260,0.24
2663,Russia,RUS,1997,6.52,28.96,19115,0.88
2664,Brazil,BRA,1998,11.12,2.11,54957,1.11
2665,Brazil,BRA,1991,10.51,29.34,14719,0.66
2666,Canada,CAN,1997,14.84,13.73,48918,1.64
2667,India,IND,1996,4.89,1.62,75708,0.96
2668,Qatar,QAT,2009,8.64,41.04,112492,2.5
2669,Germany,GER,2003,6.46,13.79,30121,0.89
2670,France,FRA,1990,9.3,39.83,18968,0.49
2671,Japan,JPN,2014,29.49,14.41,125618,1.78
2672,United States,USA,2002,17.54,9.72,100733,0.77
2673,Argentina,ARG,1996,7.26,48.7,18106,0.71
2674,India,IND,1980,0.0,18.08,0,0.0
2675,Canada,CAN,1994,7.25,30.07,45461,0.87
2676,Denmark,DNK,2011,10.17,30.5,98715,2.09
2677,Qatar,QAT,1988,4.44,28.02,38650,0.33
2678,France,FRA,1994,1.78,45.73,55868,0.54
2679,Qatar,QAT,2007,5.9,33.72,118812,1.76
2680,Canada,CAN,2003,20.65,20.19,55567,0.51
2681,Peru,PER,2014,26.4,43.12,109393,1.11
2682,United States,USA,2001,10.09,9.05,72694,0.29
2683,Peru,PER,2006,14.7,27.21,59444,0.43
2684,Denmark,DNK,1998,7.79,47.53,59057,0.57
2685,Nigeria,NGR,1991,8.43,31.27,21412,0.13
2686,Spain,ESP,1999,15.31,40.85,29896,0.61
2687,Germany,GER,1980,0.0,32.68,0,0.0
2688,Japan,JPN,2000,15.01,41.97,79143,0.31
2689,Canada,CAN,1980,0.0,47.22,0,0.0
2690,Oman,OMN,1989,3.64,13.65,25477,0.83
2691,Qatar,QAT,2011,16.21,8.48,110710,2.52
2692,Turkey,TUR,2018,15.11,24.2,53661,1.42
2693,United Kingdom,UK,2001,16.37,35.09,96974,1.96
2694,Argentina,ARG,1997,6.74,11.36,55665,0.67
2695,France,FRA,2011,6.96,0.21,127761,0.51
2696,Brazil,BRA,2006,11.94,17.15,108621,2.59
2697,Peru,PER,2007,26.51,48.44,54699,2.38
2698,France,FRA,1997,5.16,34.75,52983,0.88
2699,Peru,PER,2018,24.74,20.07,183992,2.66
2700,Denmark,DNK,2008,13.71,9.63,38039,1.97
2701,India,IND,1997,2.79,17.8,63447,0.47
2702,Canada,CAN,1987,3.77,8.49,33943,0.2
2703,United Kingdom,UK,2010,21.96,5.32,66069,1.57
2704,Peru,PER,2013,18.54,45.34,146711,3.04
2705,United States,USA,1986,5.31,49.88,28407,0.07
2706,Spain,ESP,2015,12.6,8.21,139592,2.81
2707,India,IND,1997,3.02,2.73,32730,0.26
2708,Peru,PER,2017,34.89,16.49,86432,1.96
2709,France,FRA,1988,3.52,23.08,9145,0.54
2710,Russia,RUS,1988,4.95,10.24,34606,0.57
2711,United Kingdom,UK,1987,5.69,15.07,30789,0.11
2712,Peru,PER,2014,13.32,10.04,120048,1.62
2713,United Kingdom,UK,1997,12.66,38.71,40971,1.06
2714,Canada,CAN,1984,0.89,35.63,5228,0.06
2715,Kenya,KEN,1993,4.71,31.75,52158,0.29
2716,United Kingdom,UK,2007,6.22,19.36,105464,1.88
2717,Japan,JPN,2009,24.07,45.45,134861,1.65
2718,United States,USA,1983,0.9,48.48,11766,0.07
2719,Oman,OMN,2018,28.34,8.68,163961,2.21
2720,Germany,GER,1999,18.03,11.15,75692,1.75
2721,Peru,PER,2004,13.8,26.28,84545,0.27
2722,Japan,JPN,2007,15.82,4.56,73112,1.83
2723,United Kingdom,UK,1991,5.66,21.82,50693,0.18
2724,Qatar,QAT,1981,0.39,29.09,3603,0.01
2725,United States,USA,1993,6.87,26.1,33714,0.31
2726,Peru,PER,2001,13.49,16.55,28011,1.01
2727,France,FRA,2010,29.62,27.12,64884,2.47
2728,Denmark,DNK,2002,20.77,47.94,69847,0.78
2729,India,IND,1999,16.64,10.3,39948,1.26
2730,Spain,ESP,2017,33.31,32.74,69742,1.74
2731,Japan,JPN,1983,1.56,2.17,9328,0.09
2732,Argentina,ARG,1994,9.68,3.32,23509,0.79
2733,United States,USA,2003,20.83,27.59,96637,1.88
2734,Peru,PER,2004,10.89,5.25,70499,2.04
2735,Mexico,MEX,1980,0.0,1.12,0,0.0
2736,Canada,CAN,1986,2.85,8.58,9537,0.24
2737,Japan,JPN,2010,19.23,28.24,68949,2.44
2738,Peru,PER,1991,8.13,35.17,29043,0.32
2739,Japan,JPN,1984,3.82,10.12,16931,0.31
2740,Denmark,DNK,2017,11.85,33.41,150983,3.53
2741,Denmark,DNK,1991,8.49,9.12,20811,0.12
2742,India,IND,2018,21.61,30.67,131659,1.89
2743,Brazil,BRA,1997,5.81,20.6,33555,1.16
2744,Japan,JPN,1981,0.8,32.69,4952,0.07
2745,Peru,PER,1989,5.37,49.75,43276,0.23
2746,Japan,JPN,1994,9.73,46.89,45542,1.36
2747,Russia,RUS,2009,11.33,0.21,110072,1.9
2748,Spain,ESP,1996,8.53,44.27,67291,0.4
2749,Russia,RUS,1983,1.97,3.32,11651,0.04
2750,Nigeria,NGR,1986,2.79,47.65,22795,0.48
2751,Canada,CAN,2020,11.14,14.09,193368,0.69
2752,Mexico,MEX,2010,28.96,19.1,101574,0.68
2753,Peru,PER,2018,21.29,4.58,134718,2.35
2754,Turkey,TUR,2013,25.1,5.61,145103,2.12
2755,Egypt,EGY,1985,2.35,36.34,18397,0.36
2756,Russia,RUS,2017,15.53,47.22,145474,1.68
2757,United States,USA,2013,15.39,30.54,63910,2.63
2758,Egypt,EGY,1994,6.56,35.79,34790,1.37
2759,Canada,CAN,1993,7.67,38.1,20659,0.45
2760,Nigeria,NGR,1985,2.95,13.14,15115,0.37
2761,Argentina,ARG,2016,19.71,2.26,101624,3.37
2762,Japan,JPN,2011,6.86,0.09,154648,2.22
2763,Japan,JPN,1982,1.09,17.53,6889,0.14
2764,Denmark,DNK,1982,0.5,12.07,8291,0.06
2765,Canada,CAN,2001,4.48,3.12,49057,1.22
2766,Spain,ESP,2001,19.73,8.98,90849,1.27
2767,Brazil,BRA,1989,5.8,6.22,31143,0.66
2768,Argentina,ARG,1982,1.39,45.74,7575,0.2
2769,India,IND,1991,5.08,7.01,23954,0.14
2770,Oman,OMN,2008,25.71,26.88,89447,0.44
2771,Qatar,QAT,1996,10.79,29.66,56578,0.27
2772,India,IND,1986,4.75,27.17,20138,0.46
2773,Nigeria,NGR,1992,5.18,4.95,55929,0.27
2774,Nigeria,NGR,1981,0.96,15.94,4593,0.07
2775,Peru,PER,1983,2.52,2.56,14651,0.12
2776,Qatar,QAT,1989,7.82,19.78,33027,0.46
2777,Qatar,QAT,2018,9.69,9.43,185730,1.12
2778,Japan,JPN,2003,7.91,28.08,99587,2.02
2779,United Kingdom,UK,1996,5.71,34.64,33333,1.0
2780,United States,USA,1985,1.72,26.61,13548,0.48
2781,India,IND,1998,15.66,21.71,35164,1.11
2782,United Kingdom,UK,1984,0.51,19.37,4067,0.08
2783,France,FRA,2011,5.22,42.08,54318,0.79
2784,United States,USA,1989,3.12,10.97,9146,0.89
2785,United Kingdom,UK,1988,2.24,36.71,31034,0.6
2786,Denmark,DNK,2006,8.03,37.87,70255,0.38
2787,Germany,GER,1992,9.82,20.96,27003,0.88
2788,Denmark,DNK,1998,10.92,14.87,72843,0.85
2789,Nigeria,NGR,2000,2.1,23.53,86598,0.75
2790,Oman,OMN,2003,11.19,4.66,112727,0.55
2791,Canada,CAN,2017,17.28,2.3,132018,3.17
2792,Nigeria,NGR,1983,0.61,5.58,8538,0.05
2793,Brazil,BRA,2003,16.3,9.36,51084,0.83
2794,Brazil,BRA,2014,24.88,25.21,64235,1.28
2795,Japan,JPN,1982,1.5,42.46,3703,0.05
2796,Argentina,ARG,1983,2.27,11.78,7910,0.17
2797,India,IND,2016,3.6,46.76,178817,0.4
2798,France,FRA,2019,37.38,47.75,39133,1.45
2799,France,FRA,2014,28.31,47.95,60820,3.2
2800,Turkey,TUR,2010,27.41,41.88,52607,1.14
2801,Spain,ESP,2004,2.74,18.19,92843,1.02
2802,Nigeria,NGR,2019,36.68,3.63,93987,2.05
2803,France,FRA,1992,9.95,28.44,33948,0.73
2804,India,IND,1983,2.56,27.93,4783,0.25
2805,United Kingdom,UK,1993,2.39,42.5,34059,0.35
2806,Kenya,KEN,1992,9.18,49.8,16953,1.06
2807,Argentina,ARG,2006,25.06,25.41,81436,2.03
2808,Oman,OMN,1985,3.55,17.26,6958,0.38
2809,Spain,ESP,1996,9.82,9.3,66592,0.28
2810,Canada,CAN,2015,33.29,0.24,114324,0.42
2811,India,IND,2019,19.45,25.46,151938,2.47
2812,Peru,PER,2014,21.74,27.78,90918,2.98
2813,Canada,CAN,1996,8.46,41.25,40415,1.0
2814,Russia,RUS,2020,37.58,25.23,55713,1.17
2815,Oman,OMN,1981,0.17,45.82,3095,0.02
2816,United States,USA,1992,6.61,31.4,36696,0.88
2817,Spain,ESP,1981,0.72,42.02,2872,0.07
2818,Oman,OMN,2007,21.94,7.42,106975,0.69
2819,France,FRA,2005,15.62,42.77,108250,0.31
2820,Spain,ESP,2001,19.28,33.76,84066,0.98
2821,Peru,PER,1982,1.9,8.51,3150,0.12
2822,Spain,ESP,2014,5.37,9.49,118600,2.5
2823,India,IND,1991,5.08,46.33,14534,0.91
2824,Mexico,MEX,2003,2.79,1.61,86905,1.49
2825,United States,USA,1984,1.59,23.13,10109,0.08
2826,Argentina,ARG,1999,11.08,15.67,29069,1.36
2827,Germany,GER,2018,34.95,33.25,169031,3.75
2828,Spain,ESP,2018,32.75,41.98,131329,3.48
2829,Kenya,KEN,1992,2.58,18.02,29026,1.06
2830,Mexico,MEX,2020,7.35,21.35,44916,1.49
2831,Japan,JPN,1991,6.93,49.1,34641,0.85
2832,Japan,JPN,1992,6.95,39.2,56314,1.04
2833,Egypt,EGY,1989,3.06,44.86,30469,0.64
2834,Spain,ESP,2012,29.1,21.94,156371,1.04
2835,Japan,JPN,2019,36.45,11.7,60286,3.74
2836,Spain,ESP,1995,6.94,20.59,49098,0.76
2837,United Kingdom,UK,2014,30.64,35.8,142545,0.74
2838,Germany,GER,1982,0.89,5.47,6204,0.04
2839,Japan,JPN,1984,3.05,13.52,5457,0.27
2840,Germany,GER,2005,13.21,2.33,83288,1.23
2841,Oman,OMN,1990,2.1,21.62,34469,0.19
2842,Mexico,MEX,1986,5.61,41.37,23489,0.46
2843,Peru,PER,1989,4.58,1.23,36403,0.74
2844,United Kingdom,UK,2013,25.11,33.77,134741,2.48
2845,Mexico,MEX,1982,0.86,46.62,7307,0.06
2846,Oman,OMN,1987,0.82,11.85,13042,0.5
2847,Peru,PER,2010,5.71,34.68,78508,0.33
2848,Oman,OMN,1990,5.47,48.76,41045,0.37
2849,Argentina,ARG,1986,4.33,48.11,28882,0.28
2850,India,IND,1981,0.4,11.75,1315,0.09
2851,Nigeria,NGR,1985,3.63,5.02,15710,0.23
2852,United Kingdom,UK,2020,29.15,7.41,90003,0.44
2853,Nigeria,NGR,2011,22.74,35.1,58948,1.29
2854,India,IND,1999,10.32,36.29,57441,1.04
2855,India,IND,2013,30.47,33.71,113003,3.15
2856,Oman,OMN,1995,8.1,16.8,15586,1.42
2857,Nigeria,NGR,2004,12.13,8.49,98899,0.63
2858,Russia,RUS,1991,3.07,29.04,47074,0.29
2859,Argentina,ARG,1986,2.26,24.18,29172,0.15
2860,Oman,OMN,2018,5.25,36.44,65457,3.08
2861,Germany,GER,1996,10.72,22.07,54051,0.17
2862,Egypt,EGY,1990,3.24,16.93,27065,0.21
2863,India,IND,1985,1.87,14.67,11696,0.29
2864,Peru,PER,2002,17.46,10.57,71775,0.71
2865,Oman,OMN,2006,10.26,13.29,107367,0.48
2866,Qatar,QAT,1985,1.59,4.74,5461,0.21
2867,Spain,ESP,2017,9.33,17.34,180471,1.28
2868,Qatar,QAT,1981,0.8,1.83,4239,0.06
2869,United States,USA,2001,4.55,9.32,84096,2.06
2870,Turkey,TUR,1999,9.66,37.34,76789,0.4
2871,Turkey,TUR,2004,13.35,16.27,61349,1.05
2872,Brazil,BRA,1994,10.06,33.41,56090,1.31
2873,Denmark,DNK,2008,18.76,35.84,71318,2.49
2874,Argentina,ARG,1987,5.81,29.06,32163,0.32
2875,Denmark,DNK,2016,5.05,47.93,61520,2.62
2876,Turkey,TUR,2012,11.74,1.07,69420,0.57
2877,Egypt,EGY,2001,7.39,36.93,67312,1.56
2878,United Kingdom,UK,1984,0.93,47.94,9107,0.39
2879,Qatar,QAT,2018,13.69,43.11,102484,2.22
2880,India,IND,1997,6.44,8.39,50484,0.93
2881,United States,USA,2017,21.08,16.34,163740,0.99
2882,Spain,ESP,2016,25.1,8.62,111339,2.41
2883,Argentina,ARG,2009,12.85,30.07,71045,1.83
2884,Nigeria,NGR,2010,22.43,35.61,59728,2.06
2885,United Kingdom,UK,1989,3.62,15.85,23712,0.11
2886,Qatar,QAT,1994,5.06,26.98,42881,0.83
2887,Japan,JPN,1997,9.98,34.55,67735,1.08
2888,Germany,GER,2002,2.67,21.07,32652,0.63
2889,Brazil,BRA,2012,5.5,42.7,60365,0.92
2890,Japan,JPN,1995,7.14,38.58,37779,0.52
2891,Kenya,KEN,2017,35.1,3.23,90338,2.74
2892,Brazil,BRA,2014,25.48,31.06,87277,2.2
2893,United Kingdom,UK,2013,5.92,11.77,137744,2.84
2894,Mexico,MEX,2007,23.27,27.88,62008,0.99
2895,Oman,OMN,1981,0.76,47.84,3007,0.09
2896,Kenya,KEN,2009,18.85,43.95,101373,2.23
2897,Peru,PER,1992,10.06,20.23,23144,0.55
2898,Turkey,TUR,2020,18.55,14.58,154991,0.74
2899,United Kingdom,UK,1995,4.49,11.72,47826,0.5
